"id","name","gender","language","praise_text","meaning","category","keywords"
"86","Balogun Alanamu","all","yoruba","Baálogun Àlánàmú, orúkọ oyè ológun ní Ìlọrin,
Ọmọ tí ń darí ọ̀kan lára àwọn ẹgbẹ́ ológun ìlú,
Baálogun Àlánàmú, a kì í fi ipò rẹ̀ ṣe kékeré láàrin àwọn baálogun Ìlọrin,
Baálogun Àlánàmú, ọmọ tí ẹgbẹ́ ológun rẹ̀ jẹ́ ọ̀kan pàtàkì láàrin Ìlọrin,
Baálogun Àlánàmú, a kì í fi àṣẹ ológun rẹ̀ sílẹ̀ láàrin ìlú.","A traditional war-chieftaincy title in Ilorin, heading one of the town's historic military divisions.","oriki_idile","kwara;lineage"
"87","Gambari","all","yoruba","Gambari, ọmọ ilé àdúgbò Gambari ní Ìlọrin,
Ọmọ tí òwò àti ẹ̀sìn jọ ń tọ̀ lé,
Gambari, a kì í ṣàìka ìdí orúkọ rẹ̀ sí ìtàn Ìlọrin,
Gambari, ọmọ tí àdúgbò rẹ̀ ti dàgbà láti ìgbà àtijọ́,
Gambari, a kì í fi àdúgbò rẹ̀ sílẹ̀ láàrin ìlú Ìlọrin.","A lineage name tied to the Gambari quarter of Ilorin, historically associated with Hausa-Fulani settlers integrated into the emirate.","oriki_idile","kwara;lineage"
"88","Gambari ilé Sùlù","all","yoruba","Gambari ilé Sùlù, ọmọ tí ìdílé rẹ̀ gbòòrò ní Ìlọrin,
Ọmọ tí ọ̀wọ̀ àti òwò jọ ń tẹ̀lé e,
Gambari ilé Sùlù, a kì í fi ìran rẹ̀ ṣeré láàrin ìlú,
Gambari ilé Sùlù, ọmọ tí ìdílé Sùlù ti gbòòrò dé ọ̀pọ̀lọpọ̀ ẹ̀ka,
Gambari ilé Sùlù, a kì í fi orúkọ ìdílé rẹ̀ sílẹ̀ láàrin Ìlọrin.","A branch of the Gambari lineage in Ilorin, associated with the Sulu household within the town's extended family networks.","oriki_idile","kwara;sulu;lineage"
"89","Adeleke","all","yoruba","Adélékè, ọmọ tí adé ṣẹ́gun ìṣòro,
Ọmọ tí ọlá àti ìṣẹ́gun jọ ń tọ̀ lé,
Adélékè, a kì í jẹ́ kí ìṣòro borí adé rẹ̀,
Adélékè, ọmọ tí ìdílé rẹ̀ ń ṣẹ́gun ìṣòro ní gbogbo ìgbà,
Adélékè, a kì í fi ìdílé rẹ̀ sílẹ̀ láàrin Ọ̀ṣun àti Ìlọrin.","A Yoruba lineage name meaning 'the crown has triumphed,' borne by a prominent royal/political family with ties across Osun and Kwara.","oriki_idile","kwara;lineage"
"90","Olofa","all","yoruba","Ọlọ́fà, orúkọ oyè Ọba Òffà,
Ọmọ tí ń darí ìlú Òffà láti ìgbà baba-ńlá,
Ọlọ́fà, a kì í sọ ìtàn Òffà láì dárúkọ ipò yìí,
Ọlọ́fà, ọba tí ìjọba rẹ̀ ti gùn ní ọ̀pọ̀lọpọ̀ ọ̀rúndún,
Ọlọ́fà, a kì í fi ìlú Òffà sílẹ̀ láìsí olú-adé.","The royal title of the traditional ruler of Offa, a historic Yoruba town in present-day Kwara State.","oriki_idile","kwara;lineage;royalty"
"91","Alaafin","all","yoruba","Aláàfin, orúkọ oyè Ọba Ọ̀yọ́, ẹni ìjọba ilẹ̀ ìsàlẹ̀ àti òkè,
Ọmọ tí ń jókòó lórí ìtẹ́ tí Ọ̀rànmíyàn fi sílẹ̀,
Aláàfin, a kì í dárúkọ ìjọba Yorùbá àtijọ́ láì kí ipò rẹ̀,
Aláàfin, ẹni tí ọ̀rọ̀ rẹ̀ dé ọ̀pọ̀lọpọ̀ ìpínlẹ̀ Yorùbá nípasẹ̀ àwọn Baálẹ̀ àti Aláàrẹ̀,
Aláàfin, ọba tí agbára rẹ̀ gbilẹ̀ láti Ọ̀yọ́-Ilé dé etí odò Niger,
Aláàfin, a kì í sọ ìtàn ilẹ̀ Yorùbá láì dárúkọ ìtẹ́ Ọ̀yọ́.","The royal title of the King of Oyo, historically head of the vast Oyo Empire and one of the most powerful thrones in Yorubaland.","oriki_idile","oyo;lineage;royalty;empire"
"92","Alake","all","yoruba","Aláké, orúkọ oyè Ọba Ẹgbá ní Abéòkúta,
Ọmọ tí ń darí àwọn ọ̀tọ̀ọ̀tọ̀ ẹ̀ka Ẹgbá lábẹ́ ìtẹ́ kan,
Aláké, a kì í dárúkọ Abéòkúta láì kí ìtẹ́ Aláké,
Aláké, ọba tí Olúmọ Òkúta jẹ́ ààbò rẹ̀ àti ti ìlú,
Aláké, a kì í fi ìjọba Ẹgbá sílẹ̀ láìsí ìtọ́sọ́nà rẹ̀.","The royal title of the paramount ruler of Egbaland, seated in Abeokuta, uniting the various Egba sections under one crown.","oriki_idile","ogun;egba;lineage;royalty"
"93","Ataoja","all","yoruba","Àtáọ́já, orúkọ oyè Ọba Òsogbo,
Ọmọ tí ń darí ìlú tí odò Òsun ń ṣàkóso,
Àtáọ́já, a kì í sọ ìtàn Òsogbo láì kí ipò yìí,
Àtáọ́já, ọba tí àjọyọ̀ Òsun ń bọ̀wọ̀ fún ní ọdọọdún,
Àtáọ́já, a kì í fi ìlú Òsogbo sílẹ̀ láìsí olú-adé.","The royal title of the traditional ruler of Osogbo, closely tied to the sacred Osun River and its annual festival.","oriki_idile","osun;lineage;royalty;osogbo"
"94","Osemawe","all","yoruba","Òsẹ̀mawé, orúkọ oyè Ọba Ondó,
Ọmọ tí ń jókòó lórí ìtẹ́ tí Pupupu fi sílẹ̀,
Òsẹ̀mawé, a kì í sọ ìtàn Ondó láì kí ipò yìí,
Òsẹ̀mawé, ọba tí Lísà àti Ẹlẹ́mọ ń ràn án lọ́wọ́ ìjọba,
Òsẹ̀mawé, a kì í fi ìlú Ondó sílẹ̀ láìsí olú-adé.","The royal title of the traditional ruler of Ondo town, historically assisted by the Lisa and other chieftaincy ranks.","oriki_idile","ondo;lineage;royalty"
"95","Olowu","all","yoruba","Ọlọ́wù, orúkọ oyè Ọba Owu,
Ọmọ tí ìran rẹ̀ ti Ilé-Ifẹ̀ wá gẹ́gẹ́ bí àwọn ọba Yorùbá mìíràn,
Ọlọ́wù, a kì í sọ ìtàn Ogun Owu láì dárúkọ ipò yìí,
Ọlọ́wù, ọba tí ìlú rẹ̀ túká lákọ̀tán, tí ó sì tún padà dìde ní Abéòkúta,
Ọlọ́wù, a kì í ka ìtàn ìṣílọ àwọn Yorùbá ní ọ̀rúndún kọkàndínlógún láì dárúkọ Owu.","The royal title of the ruler of the ancient Owu kingdom, whose 19th-century war and dispersal reshaped much of Yorubaland's settlement history, including the founding of parts of Abeokuta.","oriki_idile","ogun;owu;lineage;royalty"
"96","Iyalode","all","yoruba","Ìyálóde, orúkọ oyè obìnrin gíga ní àwọn ìlú Yorùbá,
Ọmọ tí ń darí gbogbo àwọn obìnrin ìlú ní ọ̀rọ̀ òwò àti ìjọba,
Ìyálóde, a kì í ṣe ìpinnu ìlú láìsí ohùn rẹ̀,
Ìyálóde, ẹni tí ipò rẹ̀ dọ́gba pẹ̀lú àwọn Baálẹ̀ ní ọ̀pọ̀ ìlú,
Ìyálóde, a kì í sọ ìtàn àwọn obìnrin alágbára Yorùbá láì dárúkọ oyè yìí.","A senior chieftaincy title held by a woman in many Yoruba towns, representing women's interests and holding real political authority within the traditional council.","oriki_idile","lineage;chieftaincy;women"
"97","Are Ona Kakanfo","all","yoruba","Àrẹ̀-Ọ̀nà-Kakanfò, orúkọ oyè Balógun-ológun gíga ìjọba Ọ̀yọ́,
Ọmọ tí a fún ní àṣẹ láti darí gbogbo ẹgbẹ́ ológun ìjọba,
Àrẹ̀-Ọ̀nà-Kakanfò, a kì í gbé ní Ọ̀yọ́-Ilé fúnra rẹ̀, kí ó má bàa dìjà pẹ̀lú Aláàfin,
Àrẹ̀-Ọ̀nà-Kakanfò, ẹni tí Afọ́njá àti Latòósà jọ ti dá lórúkọ,
Àrẹ̀-Ọ̀nà-Kakanfò, a kì í sọ ìtàn ológun Ọ̀yọ́ ìgbàanì láì dárúkọ oyè yìí.","The supreme military generalissimo title of the Old Oyo Empire, held outside the capital to balance power between army and throne; borne historically by figures such as Afonja and Latoosa.","oriki_idile","oyo;lineage;warrior;chieftaincy"
"98","Kurunmi","all","yoruba","Kúrúnmí, Ààre-Ọ̀nà-Kakanfò Ìjàyè, akin ológun ìjà Ẹ̀kọ́-Ìjàyè,
Ọmọ tí kò gbà kí Aláàfin dá àṣẹ lé e lórí láìsí ìjà,
Kúrúnmí, a kì í kọ ogun sílẹ̀, tí orúkọ rẹ̀ dúró fún ìgboyà Ìjàyè,
Kúrúnmí, ọmọ tí ó jà de òpin ẹ̀mí rẹ̀ nínú Ogun Ìjàyè,
Kúrúnmí, a kì í ka ìtàn ìjà agbedeméjì Ọ̀yọ́ àti Ìbàdàn láì dárúkọ rẹ̀.","A powerful 19th-century Ijaye warlord and Are Ona Kakanfo who resisted Ibadan's growing dominance, remembered for his defiance and his death defending Ijaye.","oriki_idile","oyo;ijaye;lineage;warrior"
"99","Efunsetan Aniwura","all","yoruba","Èfúnsetán Aníwúrà, Ìyálóde Ìbàdàn, ọmọ oníṣòwò ẹrú àti ọ̀gbìn tí ọrọ̀ rẹ̀ gbilẹ̀,
Ọmọ obìnrin tí agbára rẹ̀ dọ́gba pẹ̀lú àwọn Baálẹ̀ ológun,
Èfúnsetán, a kì í fi ọ̀rọ̀ rẹ̀ ṣe kékeré láàrin ìgbìmọ̀ Ìbàdàn,
Èfúnsetán, ẹni tí ilé rẹ̀ ní Ìbàdàn kún fún ẹrú àti ọrọ̀ ajé ní ọ̀rúndún kọkàndínlógún,
Èfúnsetán Aníwúrà, a kì í sọ ìtàn àwọn obìnrin alágbára Ìbàdàn láì dárúkọ rẹ̀.","A powerful and wealthy 19th-century Iyalode (women's chief) of Ibadan, remembered as one of the most formidable female political and commercial figures in Yoruba history.","oriki_idile","oyo;ibadan;lineage;women"
"100","Moremi Ajasoro","all","yoruba","Móremí Àjàṣorò, ọba-obìnrin Ilé-Ifẹ̀, akíkanjú tí ó gba ẹ̀mí rẹ̀ wọ́n fún ìlú,
Ọmọ tí ó fi ara rẹ̀ rúbọ láti gba àṣírí àwọn Ùgbò tí ń dojú ìjà kọ Ifẹ̀,
Móremí, a kì í sọ ìtàn ìgboyà obìnrin Yorùbá láì dárúkọ rẹ̀,
Móremí, ọmọ tí orúkọ rẹ̀ di àpẹẹrẹ ìfẹ́ orílẹ̀-èdè títí di òní,
Móremí Àjàṣorò, a kì í ka àwọn akin Ifẹ̀ àtijọ́ láì kọ́kọ́ dárúkọ rẹ̀.","A legendary Ife queen celebrated for her courageous sacrifice to save Ile-Ife from invaders, remembered today as an enduring symbol of patriotism and bravery.","oriki_idile","osun;ife;lineage;heroine"
